,root,num_radicals,class,type,infinitive,languages,gloss
1345,s'',3,?-?,,sâ'u,"OB, SB, B","cry in agony, pain"
1346,š'',3,?-?,,šê'u,"Ass, MA, OB, SB, B","pad, upholster"
1347,ṣ'',3,?-?,,ṣê'u,"OB, SB, NA, Ass, B","repulse, rout, repel (horses, chariots)"
1348,š'',3,?-?,,šuā'u,Ass,"buoy, float, swim, soar(?)"
1349,š'',3,?-?,,šu''û,"Ass, OB, SB, B",have (illicit) sexual intercourse
1350,š'',3,?-?,e,šê'u,"Ass, B, SB",fly; (Gtn) fly around
1351,š'',3,d-d,,šuta''um,"OB, B","(St) trifle, treat lightly"
1352,š'',3,i-i,,še'û,"Ass, B","seek, search, strive for"
1353,s'',3,i-i,e,se'û,"MB, SB, B, Ass",oppress; press down
1354,š'b,3,?-?,,šiābu,"OAss, OB, SB, B",be(come) old; (Gtn) become even older
1355,s'b,3,a-a,,,B,draw water
1356,s'b,3,i-i,,,"SB, B",(meaning unknown)
1357,š'b,3,u-u,,,"Ass, B","sway, swing, waver; tremble, quake"
1358,ṣ'd,3,?-?,,ṣuādu,"Ass, MB, SB","melt (down), fuse; (D) refine"
1359,s'd,3,?-?,e,,"Ass, NB, B","help, aid, assist, support"
1360,s'd,3,a-a,,,"OB, SB, B, Ass",slay (enemy)
1361,ṣ'd,3,a-u,,,"Ass, OB, SB, B","prowl, roam about; spin; twitch"
1362,š'd,3,d-d,,ša'udu,Ass,"(S) acquaint with, communicate"
1363,š'h,3,?-?,,šiāhu,"OB, SB, B, Ass","be tall, grow, grow tall"
1364,š'h,3,i-i,,,B,blow (of wind)
1365,ṣ'h,3,i-i,,ṣiāhu,"Ass, B","laugh, smile; cry; (D) amuse"
1366,ṣ'j,3,?-?,,ṣêju,"OB, SB, NA, Ass, B","repulse, rout, repel (horses, chariots)"
1367,š'k,3,?-?,,,"OB, B",I (meaning unknown) ~ operation performed on textiles; II tremble
1368,s'k,3,u-u,,,"Ass, NA, SB, OB, MA, B","pulverize, crush (plants, herbs)"
1369,š'l,3,?-?,,,Ass,"sharpen, whet; (D ~ G)"
1370,ṣ'l,3,?-?,,,"Ass, OAkk, OAss, B","fight, contradict, object; (S) put into conflict"
1371,š'l,3,?-?,,,"SB, B",(Dt) rejoice
1372,s'l,3,?-?,,,"SB, B",(meaning unknown) ~eyes
1373,š'l,3,?-?,,šiālu,"Ass, OB, SB, B","coat, cover, smear"
1374,š'l,3,a-a,,,"Ass, OB, SB, B, Am, Mari","ask, question; consult; interrogate"
1375,s'l,3,d-d,,,Ass,"appeal, pray to"
1376,s'l,3,u-u,,,"SB, B",cough; (D) cough protractedly; (St) made be to cough
1377,š'm,3,?-?,,šiāmu,Ass,sell; buy
1378,š'm,3,?-?,,šiāmu,"Ass, B","decree, destine, determine"
1379,s'm,3,?-?,,siāmu,"B, Ass","be red, brown; (D) redden; dye red"
1380,š'm,3,a-a,,,"Ass, OAkk, OAss, MB","buy, purchase"
1381,š'n,3,?-?,,šiānu,"Ass, MB, SB","piss, urinate"
1382,ṣ'n,3,?-?,e,,"NA, OAkk, OB, SB, Ass","load up; heap, pile, stow"
1383,ṣ'n,3,a-a,,,"B, NA, Ass",fill up with liquid
1384,š'n,3,d-d,,,"OB, B",(meaning unknown)
1385,š'n,3,e-e,,,"Ass, NB, B",put on shoes
1386,ṣ'n,3,e-e,e,,NB,fill up with liquid
1387,š'p,3,?-?,,,"SB, B",stride
1388,ṣ'p,3,?-?,,ṣu''upu,SB,(meaning unknown)
1389,s'p,3,a-a,,,B,draw water
1390,ṣ'p,3,d-d,,"ṣuppu, ṣa''upu","MA, Ass, NA, SB, OB, B","decorate, inlay"
1391,š'q,3,?-?,,,"OB, B",I (meaning unknown) ~ operation performed on textiles; II tremble
1392,s'q,3,?-?,,siāqu,"NA, Ass","be tight, be narrow; be hardpressed; (D) reduce"
1393,š'r,3,?-?,,,Am,slander
1394,š'r,3,?-?,,ša'āru,Ass,be dirty; be black
1395,ṣ'r,3,?-?,e,,"OB, SB, B","spread out, widen"
1396,š'r,3,?-?,e,še'ēru,"SB, B",(meaning uncertain) ~ demons
1397,š'r,3,a-a,,ša'āru,"OAkk, OB, B, Mari","conquer; win, be(come) victorious"
1398,š'r,3,d-d,,,Ass,be hairy
1399,s'r,3,e-e,,se'āru,"Ass, MA","plaster, smear, rub down; (D) anoint"
1400,š'r,3,e-e,e,,"NA, Ass, B, OAss",rise early
1401,s'r,3,u-u,,,"Ass, B, SB, OAss, MA","whirl, circle, dance; twist (parts of body)"
1402,š'ṣ,3,?-?,,šiāṣu,"Ass, B, SB, OB, NA","decline, diminish, wane"
1403,s's,3,d-d,,,"SB, B",(meaning unknown) ~ medical condition
1404,š't,3,?-?,,,"Ass, OB, OAkk, OAss, SB, B","be spared, left over; escape"
1405,s'ṭ,3,?-?,,,Mari,(meaning unknown)
1406,š'ṭ,3,?-?,e,"šêṭu, šiāṭu","Ass, B","be negligent; neglect; miss (accidentally); commit crime, spurn"
1407,š'ṭ,3,a-u,,,Ass,"draw, pull, toil"
1408,š'ṭ,3,a-u,,,Ass,"ignore, despise"
1409,sb',3,?-?,,,"B, OAss, Ass, MB, NB",brew beer
1410,ṣb',3,a-u,,,"OAkk, OB, Ass",occupy the field (military); (D) command army into the field
1411,ṣb',3,d-d,,,"Ass, OB, MA, NB, B, SB, NA","observe, inspect; (Dt) be recognizable"
1412,ṣb',3,i-i,,,"Ass, NB, B","wish, desire; (Gtn) have chronic urge (of intestines) to pass water"
1413,šb',3,i-i,,,"MB, SB, B","wrap up, seal up"
1414,šb',3,i-i,ea,,"Ass, OAss, B",become satisfied; replete; enjoy; (Dt) be fully satisfied
1415,šb',3,u-u,,,"OAkk, OAss, OB, SB, B, Ass",be silent; (D) suppress revolt
1416,šb',3,u-u,,,"OB, SB, B",be dense; thick; loud; (D) make loud noise
1417,sb',3,u-u,,sabā'u,"B, Ass, NA, OB","billow, fluctuate; rock, quake; lurch"
1418,šbb,3,a-u,,,"OB, B",proclaim
1419,šbb,3,u-u,,,"Ass, OB, SB, B","I glow, burn (of eyes); be parched; II proclaim"
1420,ṣbb,3,u-u,,,"SB, B",flutter (about); (D) spread wings; (S) teach young birds to spread wings
1421,šbh,3,a-u,,,Ass,sprinkle; (D)disperse(?)
1422,šbh,3,u-u,,,"Ass, SB, B","settle, be deposited; (S) cover eyes"
1423,sbk,3,i-i,,,"Ass, OB, B",I assail; attack; II interweave; (D) plait; seize
1424,sbl,3,i-i,,,B,"carry, haul, transport"
1425,ṣbl,3,i-i,,,B,"carry, haul, transport"
1426,ṣbr,3,a-u,,,"Ass, NA; OB; SB; B","spin, whirl; (S) make body spin "
1427,šbr,3,i-i,ea,,"Ass, NA, OAkk, Nuzi; B","break (grain, bones, limbs, neck); (D) injure"
1428,ṣbr,3,u-u,,,"Ass, B","twinkle, blink; (S) cause to spread news"
1429,šbs,3,a-u,,,B,gather; collect; (D) gather together
1430,šbš,3,a-u,,,"B, NA, Ass",gather; collect; (D) gather together
1431,šbs,3,a-u,,,"SB, B","be angry; (S) make angry, antagonize"
1432,sbs,3,d-d,,,"NB, B",gather (troops) together
1433,sbṣ,3,i-i,,,"B, OB","clasp, enfold; (Gt) wrestle, grapple; (D) keep enfolded"
1434,šbṣ,3,i-i,,,"B, OB","clasp, enfold; (Gt) wrestle, grapple; (D) keep enfolded"
1435,šbs,3,u-u,,,"Ass, NA","be angry; (S) make angry, antagonize"
1436,šbš,3,u-u,,,"B, MB, SB","be angry; (S) make angry, antagonize"
1437,šbš,3,u-u,,,"MB, OB",gather; collect; (D) gather together
1438,sbs,3,u-u,,,"NA, B, Ass, MB, SB","be angry; (S) make angry, antagonize"
1439,šbt,3,?-?,,,"SB, B","be malicious, treacherous"
1440,ṣbt,3,a-a,,,"B, NA, MB, MA, SB, Ass","seize, grasp, clasp, grip; (D) enclose; (St2) make to gather; (N) litigate"
1441,ṣbṭ,3,a-a,,,Ug,"seize, grasp, clasp, grip; (D) enclose; (St2) make to gather; (N) litigate"
1442,šbṭ,3,i-i,,,"Ass, OAss, OB, SB","blast, hit, sweep; (N) be blasted by wind"
1443,šd',3,?-?,,,"NB, B",(N) be rejected
1444,ṣd',3,?-?,,,"OB, SB",receive as sustenance; (D) supply with food
1445,šd',3,d-d,,,"Nippur, NB, B",(D) make known
1446,sdd,3,?-?,,,"B, OB, NB, Mari",I provide with (something); II make a raid
1447,šdd,3,a-u,,,"MB, SB, Ass, B, OB","pull, drag, haul, tug; stretch out; measure"
1448,sdh,3,?-?,,,OB,(meaning unknown)
1449,šdh,3,i-i,,,"Ass, B","march; walk, stride; (D) pass along"
1450,šdl,3,i-i,,,"Ass, B","be(come) broad, wide; (D) widen, increase"
1451,ṣdr,3,?-?,,,"Ass, SB, B","squint, twitch, blink; slant; be crooked; (D) make squint"
1452,sdr,3,a-u,,,"OB, MB","put in order, arrange; do regularly, do usually"
1453,sdr,3,i-i,,,"B, MA, NA, ASs","put in order, arrange; do regularly, do usually"
1454,sg',3,?-?,,,"Ass, NA, MN, OB, B","cause trouble, distress, swerve; (S) delude"
1455,sg',3,i-i,e,,"B, NB, Ass","go about, go along; roam, wander; proceed according to law; (S) enforce"
1456,šg',3,u-u,,,"Ass, OB, SB, B","be wild; rave, rage; be rabid"
1457,šgg,3,?-?,,,"Ass, SB, B","stiffen, be tense; harden; (Gtn) stiffen continually"
1458,šgl,3,i-i,,,"OB, SB, B",misappropriate
1459,šgm,3,u-u,,,"Ass, B, OB, NA, SB","roar, thunder; resound; shout"
1460,šgn,3,u-u,,,"OB, B","roar, thunder; resound; shout"
1461,šgš,3,i-i,,,"Ass, OAss, B","kill, murder, slay; mistreat; annihilate"
1462,šh',3,d-d,,,"SB, B","spoil, ruin"
1463,sh',3,i-i,e,,"Ass, OAss, B","rise up, rebel, revolt; (D) ruin, wreck; (N) be(come) confused; (Ntn) be constantly confused"
1464,šhd,3,?-?,,,"OB, B",give; present
1465,šhh,3,u-u,,,"Ass, OAss","disintegrate, erode; become loose (wool, teeth, hair); (D) waste flesh; corrode"
1466,shh,3,u-u,,,"OAss, B",be terrified; (D) frighten
1467,šhl,3,a-u,,,Ass,"sift, sieve, filter"
1468,šhl,3,a-u,,,B,"pierce, prick (with weapon, sorcery, pain)"
1469,shl,3,a-u,,,"B, Ass","pierce, prick (with weapon, sorcery, pain)"
1470,shl,3,i-i,e,,B,"pierce, prick (with weapon, sorcery, pain)"
1471,shm,3,?-?,,,"OB, Mari, B","oppress, trouble"
1472,shn,3,?-?,,,"OB, B","(D) draw (dagger, weapon)"
1473,šhn,3,a-a,,,"Ass, B",be warm; heat up
1474,šhn,3,u-u,,,"Ass, B",be warm; heat up
1475,shp,3,a-u,,,"NA, MA, B, OB, Ass","cover, overwhelm, overthrow, envelop"
1476,šhr,3,a-u,,,Ass,marry(?)
1477,shr,3,a-u,,,B,"turn (intrans.), return, seek; (S) surround"
1478,ṣhr,3,i-i,ea,,"Ass, OAkk, OAss, NB","be small, be young; (D) deplete, reduce "
1479,shr,3,u-u,,,"Ass, B, OB, NA, MA, OAss","turn (intrans.), return, seek; (S) surround"
1480,shš,3,?-?,,,"OB, B",catch in a net
1481,šht,3,?-?,,,Ass,"grow dull, rust"
1482,ṣht,3,?-?,,,"NA, Ass",want; be greedy for
1483,šhṭ,3,a-u,,,"Ass, B","strip, tear off, take off; flay; shake off"
1484,ṣht,3,a-u,,,"Ass, B, NA","press (out), squeeze (wine, oil, juice); blackmail"
1485,šht,3,a-u,,,"Ass, OAss, SB, B","wash off, rinse; (D) wash down (food by drinking); (S) be cleared of obligations"
1486,šhṭ,3,i-i,,,NB,be angry; rage
1487,šhṭ,3,i-i,,,"OAkk, B, SB, Ass",leap (at or upon); jump; spring
1488,šhṭ,3,u-u,,,Ass,"fear, be afraid"
1489,šht,3,u-u,,,"SB, B","be afraid; fear; (D) intimidate, scare"
1490,skd,3,?-?,,,"B, Mari",(meaning unknown)
1491,skk,3,a-a,,,"Ass, B, OB",block; be blocked; be impenetrable; (Dt) be blocked (of ears)
1492,škk,3,a-u,,,"Ass, OB, SB, MA, OAss",harrow; thread on string
1493,škl,3,a-u,,,Ass,(meaning unknown)
1494,škl,3,d-d,,,"Ass, NA SB, OB, B","wipe (out), mop"
1495,skl,3,i-i,,,"Ass, B, OB","I acquire, hoard; appropriate; II balk, be shy"
1496,škm,3,?-?,,,"OB, B","(meaning uncertain), do something with textiles? "
1497,škn,3,a-u,,,"Ass, MB, NB, OB, SB, B","place, set, put, establish, found; pronounce; issue"
1498,skn,3,i-i,,,"Am, Mari","care for; (D) settle, keep settled"
1499,skp,3,i-i,,,"Ass, B, NB, OB","overturn, overthrow; push down, away; (D) reject"
1500,skp,3,i-i,,,B,"lie down, rest"
1501,skp,3,u-u,,,"Ass, B, MB, NB","lie down, rest"
1502,škr,3,i-i,,,"Ass, MB, SB, NA, B","be drunk, be inebriated"
1503,skr,3,i-i,,,"Ass, OAss","I dam, block (a river or canal); (Ntn) be persistently blocked (urine); II refine (metals), gild"
1504,skr,3,i-i,e,,B,"dam, block (a river or canal); (Ntn) be persistently blocked (urine)"
1505,škš,3,i-i,,,"OB, B","kill, murder, slay; mistreat; annihilate"
1506,šks,3,u-u,,,"OB, B",dry out; (D) dry off
1507,škt,3,?-?,,,"OAss, NA, B, Ass",fetch
1508,škt,3,i-i,,,"SB, B",(meaning unknown)
1509,skt,3,u-u,,,"B, Ass, NB","be silent, perch; (D) tranquilize"
1510,ṣl',3,?-?,e,,"OB, B, SB",I insult (woman); II ignite 
1511,sl',3,a-u,,salā'u,"Ass, OAss, OB, MA, B","sprinkle, slander; (D) besprinkle"
1512,ṣl',3,d-d,,,"Ass, SB, NB, NA, B","beg, entreat, pray, supplicate, beseech"
1513,sl',3,d-d,,,"B, OAss, OB, OAkk","(D) appeal; supplicate, pray"
1514,sl',3,i-i,,,"Ass, NA","I lie, cheat, deceive; (Gtn) lie; II (meaning unknown)"
1515,šl',3,i-i,,,B,"sink (intrans.), submerge; plunge; (S) subject to river ordeal"
1516,ṣl',3,i-i,,,"MA, NA, Nuzi, Ass","cast, throw, cast off; abort pregnancy; (S) cause to abort foetus"
1517,šl',3,i-i,,,"SB, B",tear to pieces
1518,ṣl',3,i-i,e,,Ass,"fight, object"
1519,sl',3,i-i,e,,"Ass, NB, B","be negligent, careless, inattentive"
1520,šl',3,i-i,e,,"Ass, NB, B","be negligent, careless, inattentive"
1521,šl',3,u-u,,,"Ass, NA, NB, B","spit, fling, kick up; cast away; (D) pelt with rain"
1522,šl',3,u-u,e,,"Ass, NB, B","be negligent, careless, inattentive"
1523,sld,3,i-i,,,B,"slit, slice; cut in half; (D) trim away"
1524,šlg,3,a-a,,,"Ass, MB, B",snow
1525,šlh,3,a-u,,,"Ass, OAss, Ass, Am, SB","I pull out, take out, retrieve; II dispatch, send off; II carry off (as booty), plunder"
1526,slh,3,a-u,,,"Ass, OB, B","sprinkle, spatter, rain; shed tears"
1527,slh,3,i-i,,,"OB, B, Mari","jerk, twitch; be paralyzed(?)"
1528,šll,3,?-?,,,"Ass, OB, SB, B","creep, slither; crawl"
1529,šll,3,a-?,,,"OAss, SB, B, Ass",commit an act of impudence
1530,ṣll,3,a-a,,,"Ass, NA, B","lie asleep, fall asleep, remain inactive; lie (sexually)"
1531,šll,3,d-d,,,Ass,"(S) rejoice, make jubilant"
1532,ṣll,3,d-d,,,"NA, B, Ass","cover, roof; shade"
1533,slm,3,a-a,,,B,"be at or make peace; capitulate, become reconciled; (D) propitiate, conciliate"
1534,ṣlm,3,i-i,,,"Ass, B","be black; (D) blacken; (Dt) become obscured (of planets, stars)"
1535,slm,3,i-i,,,"Ass, B, MA, NA","be at or make peace; capitulate, become reconciled; (D) propitiate, conciliate"
1536,šlm,3,i-i,,,"Ass, OAkk, MAri, NB, MA, NA, B","become whole, become sound; be(come) healthy"
1537,sln,3,d-d,,,B,"make plentiful, abundant"
1538,šlp,3,a-u,,,"Ass, OB, SB, NA, MA, B","pull out, tear out, extract; (D) take away; (N) be pulled out (of tongue)"
1539,ṣlp,3,i-i,,,"B, OB; SB, Ass","cut (at an angle), dissect; dissect; (D) cut into portions"
1540,slq,3,?-?,,,NB,climb up
1541,slq,3,a-u,,,"Ass, B, OB",boil
1542,šlq,3,a-u,,,"Ass, OAkk, OB, SB, NA","cut, slit open; lacerate"
1543,šlš,3,a-u,,,"Ass, SB, NB, B",do for a third time; do three times
1544,šlš,3,i-i,,,"OB, OAss, B",do for a third time; do three times
1545,slt,3,a-a,,,B,"slit, slice; cut in half; (D) trim away"
1546,slt,3,a-u,,,"Ass, NA","slit, slice; cut in half; (D) trim away"
1547,šlṭ,3,a-u,,,B,"cut into (earth, foot)"
1548,šlṭ,3,i-i,,,"Ass, NA, SB, OAss, B","have authority over, dispose"
1549,slt,3,i-i,,,B,"slit, slice; cut in half; (D) trim away"
1550,slṭ,3,i-i,,,B,"slit, slice; cut in half; (D) trim away"
1551,ṣm',3,?-?,,,Ass,"be thirsty, thirst; (D)"
1552,šm',3,a-a,a,šamā'u,"Ass, OAkk","hear, listen to, heed, hark; (Gt) make mutual agreement; (S) read tablet; report"
1553,šm',3,d-d,,,"OB, SB, B","ponder, reflect; consider"
1554,šm',3,e-e,e,,"NB, B, NA","hear, listen to, heed, hark; (Gt) make mutual agreement; (S) read tablet; report"
1555,šm',3,i-i,,,"OB, SB, B",roast
1556,ṣm',3,u-u,,,"Ass, B, NA",become thirsty
1557,sm',3,u-u,,,"Ass, NA, NB, OB","hesitate, vacillate; be undecided; (Gtn) deviate; (D) cause to stray"
1558,šmd,3,i-i,,,"Ass; MA, NA, SB, B",apply
1559,ṣmd,3,i-i,ae,,"NB, OB, Ass, B","hitch, make ready, yoke, harness; (S) hitch horse to chariot"
1560,smd,3,u-u,,,"B, OAss, NB",grind (finely)
1561,smh,3,a-u,,,"Ass, MA, NA, B","merge, mingle; (D) mix, confuse; give share; (Dtt) receive share"
1562,smh,3,i-i,,,Nuzi,"merge, mingle; (D) mix, confuse; give share; (Dtt) receive share"
1563,šmh,3,u-u,,,"Ass, B",I grow abundantly; flourish; (D) make flourish; II break an agreement
1564,smk,3,a-u,,,"Ass, B, OB, MA, NA",I bury; cover up (D) incapacitate; II be bad (D) treat harshly
1565,šmk,3,u-u,,,"Ass, B",I grow abundantly; flourish; (D) make flourish; II break an agreement
1566,šmm,3,a-u,,,"Ass, SB, B","injure; lame, paralyze, numb"
1567,šmn,3,d-d,,,Ass,anoint
1568,ṣmn,3,d-d,,,SB,(meaning unclear)
1569,šmq,3,d-d,,šutemuqu,Ass,(St) pray devoutly
1570,ṣmr,3,?-?,,,"Ass, NB, SB, B","strive for, aim for, aim"
1571,šmr,3,?-?,,,"Ass, OB, SB, B","gloat; (Gt) extol, praise"
1572,ṣmr,3,?-?,e,,Ass,"swell up, be swollen"
1573,smr,3,i-i,,,OAss,"set aside, separate"
1574,šmr,3,u-u,,,"Ass, B, NA, MB, SB","be wild, fierce, furious; (S) make rage"
1575,smš,3,a-u,,,"B, OB, MAri",hide; (D) conceal
1576,šmš,3,d-d,,,Ass,bask
1577,smš,3,u-u,,,"B, OB, Mari",hide; (D) conceal
1578,šmt,3,?-?,,,"OB, SB, B",be sunken; (D) flatten
1579,šmṭ,3,?-?,,,"OB, SB, B",be sunken; (D) flatten
1580,ṣmt,3,?-?,,,Ug,"sell, transfer property"
1581,šmṭ,3,a-u,,,"Ass, B","pluck out, brush off"
1582,šmt,3,i-i,ae,,"MB, SB, B, Mari","mark ownership; brand (slaves, cattle); paint"
1583,šn',3,?-?,e,,"SB, OB, B",(meaning unclear) ~ action of movement
1584,šn',3,a-u,,šanā'u,"NA, SB, B, Ass",block; stifle; (D) suffuse
1585,sn',3,i-i,,,Ass,be angry(?)
1586,šn',3,i-i,,,"Ass, NB, B",be(come) different; change; (S) alter statement
1587,šn',3,i-i,,,"OAkk, Am, OAss, ASs, OB, SB, B","do again, do for a second time, do twice; (Dt) remeasure; (St) duplicate"
1588,snb,3,i-i,,,"OB, B","tie on (weapon, hair pin)"
1589,ṣnh,3,a-u,,,"Ass, B, SB","excrete, have diarrhea"
1590,šnh,3,a-u,,,"NA, SB, B, Ass",block; stifle; (D) suffuse
1591,snn,3,?-?,,,OB,(meaning unknown); (D) make flow
1592,šnn,3,a-u,,,"Ass, OAss, OAkk, B","rival, equal, vie; oppose"
1593,snp,3,i-i,,,"OB, B","tie on (weapon, hair pin)"
1594,snq,3,i-i,,,"Ass, B, NB, MB","approach, come close; set off to; (D) check, control; torture, inflict agony (S) make to reach"
1595,šnq,3,i-i,,,"Ass, B, NB, MB","approach, come close; set off to; (D) check, control; torture, inflict agony (S) make to reach"
1596,sns,3,?-?,,,"NB, B","be in need of, lack something"
1597,šnṣ,3,i-i,,,"Ass, B, Am","sneer (at), scorn, scoff"
1598,sns,3,i-i,,,"NA, OB, B, Ass",thrust in; drive in
1599,snš,3,i-i,,,"NA, OB, B, Ass",thrust in; drive in
1600,šnš,3,i-i,,,"NA, OB, B, Ass",thrust in; drive in
1601,sp',3,?-?,ea,,OB,"pull, pluck (hair, wool); (Gtn) pluck persistently"
1602,ṣp',3,d-d,,,Ass,rub down
1603,sp',3,d-d,,,"Ass, OB, B","I supplicate, pray; beseech; II abduct (servant, slave girl); (Dt) be abducted"
1604,šp',3,i-i,,,"Ass, MB, SB, B","wrap, lace, seal up"
1605,šp',3,i-i,,,"OAkk, OAss, OB, SB, B",be silent; (D) suppress revolt
1606,šp',3,i-i,e,,"OB, B","ask; question, interrogate (D) cross-question"
1607,ṣp',3,u-u,,,"Ass, B","soak, drench, color, tinge"
1608,šp',3,u-u,,,"Ass, OB, SB, B","be dense, intense, keen"
1609,spd,3,i-i,,,"OB, B, Ass",mourn; (S) cause to ~
1610,sph,3,a-u,,,"Ass, OAss, NA","disperse, ruin, destroy, catter, spill; (D) squander"
1611,ṣph,3,a-u,,,"Ass, OAss, NA","disperse, ruin, destroy, catter, spill; (D) squander"
1612,šph,3,a-u,,,"AsS, OAss, NA","disperse, ruin, destroy, scatter, spill; (D) squander"
1613,spk,3,?-?,,,NA,(meaning uncertain); (N) be ensnared; (Ntn) writhe
1614,špk,3,a-u,,,"OAss, Ass, B","pour on, stack, pile up, heap up"
1615,špl,3,i-i,,,"Ass, B","be low, be humble; (D) dig deep; (S) abase"
1616,ṣpn,3,?-?,,,Am,rescue; recover; shelter
1617,spn,3,a-u,,,"B, MA, Ass","level, deface, flatten; (S) cause to overthrow"
1618,špp,3,?-?,,,"Ass, OB, SB, B","move along, drift, glide"
1619,ṣpp,3,u-u,,,"Ass, SB, B",flutter (about); (D) spread wings; (S) teach young birds to spread wings
1620,spq,3,i-i,,,"Ass, NA, NB","suffice, be enough; be strong enough (of garrison)"
1621,špr,3,?-?,,šitpuru,Ass,"(Gt only) outfit o.s., attire"
1622,ṣpr,3,a-a,,,"Ass, OB, SB, B","press down, inlay, inset; wink (eye)"
1623,špr,3,a-u,,,"Ass, OAss, OB, MB, SB, B","send, dispatch, write; (St) govern"
1624,ṣpr,3,i-i,,,"Ass, B","press down, inlay, inset; wink (eye)"
1625,spr,3,i-i,e,,"NB, Ass",write in Aramaic script
1626,špš,3,?-?,,,"OB, B",(meaning unknown); cease?
1627,špṣ,3,i-i,,,Ass,"clasp, enfold; (Gt) wrestle, grapple; (D) keep enfolded"
1628,šps,3,i-i,,,"B, OB","clasp, enfold; (Gt) wrestle, grapple; (D) keep enfolded"
1629,špt,3,?-?,,,"SB, B","be malicious, treacherous"
1630,špṭ,3,a-u,,,"Ass, OB, B",issue strict orders; reprimand
1631,špṭ,3,i-i,,,"OB, SB, B","proclaim judgement, exercise authority"
1632,šq',3,i-i,,,"Ass, OAkk, B, Mari","give drink, serve drinks; irrigate, water"
1633,šq',3,i-i,,,B,"be high, elevated; (D) raise up"
1634,šq',3,u-u,,,"Ass, SB, B","be high, elevated; (D) raise up"
1635,sqd,3,?-?,,,"B, Mari",(meaning unknown)
1636,šql,3,a-u,,,"Ass, B, OB, SB, OAss","weigh (out), measure, pay; balance"
1637,sql,3,a-u,,,SB,"take away, kidnap (a person from someone)"
1638,sqp,3,a-u,,,"NA, B",fix upright; impale (human on stake); crucify; plant; (N) be set up
1639,sqr,3,a-a,,,"OAkk , B","project, build high, be high, culminate"
1640,sqr,3,a-u,,,"Ass, Am, Mari, B","declare, name, invoke, mention, speak, pronounce"
1641,sqr,3,a-u,,,"Ass, OAkk , B","project, build high, be high, culminate"
1642,šqr,3,i-i,,,"Ass, SB, B",pierce (of arrow)
1643,sqr,3,i-i,,,"OAkk , B","project, build high, be high, culminate"
1644,šr',3,d-d,,,Ass,"(Dt) fast, stop eating; abstain"
1645,šr',3,d-d,,,"Ass, MA, NA","(D) I begin, start, start out; II restrict, restrain"
1646,šr',3,d-d,,,"Ass, OB, SB; B",(D) bend forwards
1647,sr',3,d-d,,,"OAss, OB",(D) confirm; check
1648,šr',3,i-i,,,"Ass, NA, OB, SB; B","I thrive(?), lay down(?); II take refuge"
1649,šr',3,i-i,,,"Ass, OAss, OB, B","be(come) rich, wealthy"
1650,sr',3,u-u,,,"Ass, B, NA, MA","sow, seed; disseminate; scatter, winnow"
1651,šr',3,u-u,,,"Ass, OAss, OB, B","be(come) rich, wealthy"
1652,šrb,3,a-?,,,"SB, B",wander about
1653,šrd,3,?-?,,šitrudu,"MB, SB, B",(Gt) (meaning unknown)
1654,srd,3,i-i,,,"Ass, OAss, OB, SB","pack, tie up"
1655,ṣrd,3,i-i,,,"OB, SB","fart, break wind; (D) fart chronically"
1656,ṣrd,3,u-u,,,"OB, SB","fart, break wind; (D) fart chronically"
1657,srh,3,?-?,,,Ass,"range, rove; (S) captivate"
1658,šrh,3,?-u,,,"SB, Mari, B","I pull up; II mark, brand (animals, hides)"
1659,ṣrh,3,a-u,,,Ass,"be hot, be feverish; (D) keep warm (horse); (Ntn) have chronic fever"
1660,ṣrh,3,a-u,,,"B, Ass","cry out, utter a cry; wail; complain"
1661,šrh,3,d-d,,,Ass,"drool, dribble"
1662,srh,3,i-i,,,"B, NA, OB","ruin, destroy, demolish"
1663,šrh,3,u-u,,,"Ass, B","be glorious, splendid; (D) make proud; (Dtn) praise repeatedly"
1664,ṣrh,3,u-u,,,"SB, Ass","flare up, flash, scud; (S) make lightning"
1665,ṣrk,3,?-?,,,"OB, B","disembowel, gut"
1666,šrk,3,a-u,,,"Ass, OAkk, NA, B","give, present, bestow, endow"
1667,šrk,3,i-i,,,"Ass, SB, B","fester, suppurate; pus, discharge"
1668,šrm,3,a-u,,,Ass,"cut, cut size, trim"
1669,ṣrm,3,i-i,,,"B, NA, Ass","endeavor, make an effort"
1670,srm,3,i-i,,,"OB, SB, B","cut open (roof, skull)"
1671,šrm,3,i-i,e,,"NB, SB, B","cut, cut size, trim"
1672,srp,3,?-?,,,"Ass, MB, SB, B",sup; sip (porridge)
1673,ṣrp,3,a-u,,,"Ass, B","I refine (metals), fire or bake (bricks); dye (red); (D ~ G) torture by burning"
1674,šrp,3,a-u,,,"Ass, OB, B","burn (tablet), city, wood, corpses, light;"
1675,šrq,3,?-?,,,"OB, MB, OAkk, B",I be ready; II cook
1676,šrq,3,a-u,,,"Ass, OAss, B",steal
1677,srq,3,a-u,,,"OB, B, Ass","strew, scatter, pour, sprinkle"
1678,šrq,3,i-i,,,"Ass, OAss, B, Ug",steal
1679,srr,3,?-?,,,Ass,"be a criminal; lie, be false; (D) deceive, act dishonestly; make false declaration"
1680,ṣrr,3,?-?,,,"MB, B, OB","I be a criminal; lie, be false; (D) deceive, act dishonestly; make false declaration; II pack up (clothes)"
1681,ṣrr,3,a-u,,,"NB, B","drip, ooze, trickle; (D) drip liquid"
